question,answer_llm,answer_orig,document
"If my first submission gets rejected, can I fix it and submit again later?","Yes. If your first capstone submission is rejected, you can improve it and resubmit during the attempt #2 submission window.","You only need to submit one project. If the submission at the first attempt fails, you can improve it and re-submit during the attempt#2 submission window.

- If you want to submit two projects for the experience and exposure, you must use different datasets and problem statements.
- If you can’t make it to the attempt#1 submission window, you still have time to catch up to meet the attempt#2 submission window.

Remember that the submission does not count towards the certification if you do not participate in the peer-review of three peers in your cohort.",d5fc98925d
"Can I submit a second project just for practice, and does it have to be on a different topic?","Yes — you can submit a second project for practice, but it must use a **different dataset and problem statement**.","You only need to submit one project. If the submission at the first attempt fails, you can improve it and re-submit during the attempt#2 submission window.

- If you want to submit two projects for the experience and exposure, you must use different datasets and problem statements.
- If you can’t make it to the attempt#1 submission window, you still have time to catch up to meet the attempt#2 submission window.

Remember that the submission does not count towards the certification if you do not participate in the peer-review of three peers in your cohort.",d5fc98925d
"If I miss the first submission deadline, can I still join in for the second one?","Yes. If you miss the first submission window, you can still catch up and submit during the attempt #2 submission window.","You only need to submit one project. If the submission at the first attempt fails, you can improve it and re-submit during the attempt#2 submission window.

- If you want to submit two projects for the experience and exposure, you must use different datasets and problem statements.
- If you can’t make it to the attempt#1 submission window, you still have time to catch up to meet the attempt#2 submission window.

Remember that the submission does not count towards the certification if you do not participate in the peer-review of three peers in your cohort.",d5fc98925d
"Can I use the math-kaggle-llm-competition as my capstone project, or is it separate?","It’s separate. The **math-kaggle-llm-competition does not count as the capstone**.

You can join the competition in a group if you want, but the **capstone itself must be an individual project**.","No, it does not. You can participate in the [math-kaggle-llm-competition](https://datatalks-club.slack.com/archives/C0791HB4A58) as a group if you want to form teams; but the capstone is an individual attempt.",e892d44e42
"If I join the competition with a team, does that count toward the capstone requirement?","No. The competition can be done as a group, but the capstone requirement is individual and does not count as a team competition.","No, it does not. You can participate in the [math-kaggle-llm-competition](https://datatalks-club.slack.com/archives/C0791HB4A58) as a group if you want to form teams; but the capstone is an individual attempt.",e892d44e42
"Is the capstone for llm-zoomcamp meant to be done individually, even if I compete in the Kaggle event with others?","Yes — the capstone is meant to be an **individual** project.

Even if you participate in the Kaggle competition **as a group**, that **does not count as the capstone**. The context says you can join the competition in teams, but the capstone itself must be an individual attempt.","No, it does not. You can participate in the [math-kaggle-llm-competition](https://datatalks-club.slack.com/archives/C0791HB4A58) as a group if you want to form teams; but the capstone is an individual attempt.",e892d44e42
"Will participating in the math Kaggle LLM competition replace the capstone, or do I still need an individual project?","No — participating in the math Kaggle LLM competition does **not** replace the capstone.

You still need to do an **individual capstone project**.","No, it does not. You can participate in the [math-kaggle-llm-competition](https://datatalks-club.slack.com/archives/C0791HB4A58) as a group if you want to form teams; but the capstone is an individual attempt.",e892d44e42
Can I form a group for the competition and still submit a different solo capstone?,"Yes — you can participate in the competition as a group, and still submit a different solo capstone. The competition does not count as the capstone, and the capstone itself must be an individual project.","No, it does not. You can participate in the [math-kaggle-llm-competition](https://datatalks-club.slack.com/archives/C0791HB4A58) as a group if you want to form teams; but the capstone is an individual attempt.",e892d44e42
How will the capstone project be graded in this course?,"The capstone project is graded through peer review.

- Each submitted project is evaluated by **three randomly assigned students** who also submitted the project.
- You will also need to **grade three other students’ projects**.
- Your **final grade** is the **median score** from the peer reviewers.
- If you do not complete the required grading, you may **fail to receive the Certificate**.","Each submitted project will be evaluated by three randomly assigned students who have also submitted the project.

You will also be responsible for grading the projects from three fellow students yourself. Please be aware that not complying with this rule implies you may fail to achieve the Certificate at the end of the course.

The final grade you receive will be the median score of the grades from the peer reviewers. The peer review criteria for evaluation must follow the guidelines defined here (TBA for link).",9a2e2d2008
Who reviews a submitted capstone project?,Each submitted capstone project is reviewed by three randomly assigned students who have also submitted the project.,"Each submitted project will be evaluated by three randomly assigned students who have also submitted the project.

You will also be responsible for grading the projects from three fellow students yourself. Please be aware that not complying with this rule implies you may fail to achieve the Certificate at the end of the course.

The final grade you receive will be the median score of the grades from the peer reviewers. The peer review criteria for evaluation must follow the guidelines defined here (TBA for link).",9a2e2d2008
Do I also need to review other students' capstone projects?,"Yes. Each student who submits a capstone project is also responsible for grading three fellow students’ projects. After the submission deadline, you’ll be assigned three projects to review.","Each submitted project will be evaluated by three randomly assigned students who have also submitted the project.

You will also be responsible for grading the projects from three fellow students yourself. Please be aware that not complying with this rule implies you may fail to achieve the Certificate at the end of the course.

The final grade you receive will be the median score of the grades from the peer reviewers. The peer review criteria for evaluation must follow the guidelines defined here (TBA for link).",9a2e2d2008
What happens if I don't do the required peer reviews?,"If you don’t complete the required peer reviews, your submission does **not count toward certification**.","Each submitted project will be evaluated by three randomly assigned students who have also submitted the project.

You will also be responsible for grading the projects from three fellow students yourself. Please be aware that not complying with this rule implies you may fail to achieve the Certificate at the end of the course.

The final grade you receive will be the median score of the grades from the peer reviewers. The peer review criteria for evaluation must follow the guidelines defined here (TBA for link).",9a2e2d2008
How is the final score for the capstone project calculated?,The final score is the **median** of the grades given by the **three peer reviewers**.,"Each submitted project will be evaluated by three randomly assigned students who have also submitted the project.

You will also be responsible for grading the projects from three fellow students yourself. Please be aware that not complying with this rule implies you may fail to achieve the Certificate at the end of the course.

The final grade you receive will be the median score of the grades from the peer reviewers. The peer review criteria for evaluation must follow the guidelines defined here (TBA for link).",9a2e2d2008
"After the submission deadline, how are the projects assigned for review?","After the submission deadline has passed, an Excel sheet is shared and 3 projects are assigned to each participant for review.","After the submission deadline has passed, an Excel sheet will be shared with 3 projects being assigned to each participant.",eae0fb50aa
"Will I get only one project to grade, or are there several assigned to me?","You’ll be assigned **three projects** to grade, not just one.","After the submission deadline has passed, an Excel sheet will be shared with 3 projects being assigned to each participant.",eae0fb50aa
What happens once the project submission deadline is over?,"Once the project submission deadline is over, the projects are assigned to you for evaluation. You can’t choose which projects to review, and you can’t review them before the list is released.","After the submission deadline has passed, an Excel sheet will be shared with 3 projects being assigned to each participant.",eae0fb50aa
How many projects will each participant be responsible for checking?,Each participant will be responsible for checking **3 projects**.,"After the submission deadline has passed, an Excel sheet will be shared with 3 projects being assigned to each participant.",eae0fb50aa
Is there a spreadsheet or some list that tells us which projects we need to review?,"Yes — after the submission deadline passes, an Excel sheet will be shared with the 3 projects assigned to each participant. You won’t choose them yourself.","After the submission deadline has passed, an Excel sheet will be shared with 3 projects being assigned to each participant.",eae0fb50aa
"I already turned in my capstone project, so why don’t I see anything to review yet?","Once the project submission deadline has passed, projects will be assigned to you for evaluation. You can’t choose which projects to review, and you can’t review anything before the list has been released.","Once the project submission deadline has passed, projects will be assigned to you for evaluation. You can't choose which projects to evaluate, and you can’t review before the list has been released.",a8a7fef016
"After the submission deadline, when am I supposed to start evaluating projects?","After the project submission deadline has passed, an Excel sheet will be shared with projects assigned to each participant. That’s when you should start evaluating them.","Once the project submission deadline has passed, projects will be assigned to you for evaluation. You can't choose which projects to evaluate, and you can’t review before the list has been released.",a8a7fef016
"Can I pick which student projects I want to grade, or are they assigned automatically?","They are assigned automatically. After the submission deadline passes, a shared Excel sheet will list 3 projects assigned to each participant, and you can’t choose which ones to grade.","Once the project submission deadline has passed, projects will be assigned to you for evaluation. You can't choose which projects to evaluate, and you can’t review before the list has been released.",a8a7fef016
Why is the review page empty even though I’ve submitted my own project?,"The review page may be empty because project assignments for peer review are only released **after the project submission deadline has passed**. Until then, you can’t choose or review projects yet.","Once the project submission deadline has passed, projects will be assigned to you for evaluation. You can't choose which projects to evaluate, and you can’t review before the list has been released.",a8a7fef016
Do I have to wait for the project list to be released before I can review anything?,"Yes — you can’t review before the project list has been released. Once the submission deadline has passed, projects will be assigned to you for evaluation.","Once the project submission deadline has passed, projects will be assigned to you for evaluation. You can't choose which projects to evaluate, and you can’t review before the list has been released.",a8a7fef016
Where can I look for project ideas and datasets for the capstone?,"Please check this GitHub page for project ideas and datasets:  
https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md","Please check [this GitHub page](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md) for several ideas and datasets that could be used for the project, along with tips and guidelines.",e76a70cde3
Is there a page with some good dataset options for the LLM Zoomcamp project?,"Yes — check the capstone project page on GitHub:

https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md

It includes several project ideas and dataset options, plus tips and guidelines.","Please check [this GitHub page](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md) for several ideas and datasets that could be used for the project, along with tips and guidelines.",e76a70cde3
Can you point me to a GitHub link with ideas and tips for the capstone project?,"Yes — here’s the GitHub link with ideas, datasets, tips, and guidelines for the capstone project:

https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md","Please check [this GitHub page](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md) for several ideas and datasets that could be used for the project, along with tips and guidelines.",e76a70cde3
I need inspiration for my project — where do I find suggested datasets and guidelines?,"Please check [this GitHub page](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md) for suggested datasets, project ideas, tips, and guidelines.","Please check [this GitHub page](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md) for several ideas and datasets that could be used for the project, along with tips and guidelines.",e76a70cde3
What’s the best place to check for capstone project ideas and possible datasets?,"Check the GitHub page here: https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md — it has several capstone project ideas, possible datasets, and tips/guidelines.","Please check [this GitHub page](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md) for several ideas and datasets that could be used for the project, along with tips and guidelines.",e76a70cde3
"Do I need Airflow, Mage, or Kestra for the capstone ingestion part, or is a normal Python script enough?","A normal Python script is enough for the capstone ingestion part. You do **not** need Airflow, Mage, or Kestra to get full points on the ingestion-pipeline criterion.

Use an orchestrator only if it genuinely fits your project, for example if you need recurring ingestion of a data feed. A Jupyter notebook with the same steps is also acceptable, but it scores lower than a plain script.

","No. A plain Python script that ingests and indexes your data is enough for full points on the ""ingestion pipeline"" criterion. A Jupyter notebook with the same steps is worth 1 point instead of 2.

Use an orchestrator only if it actually fits your project — for example, recurring ingestion of a feed that updates daily. Don't add one just to score the criterion.",d4f7c08ea1
"If I build the ingestion pipeline in a Jupyter notebook, will that count the same as a script?",No. A Jupyter notebook with the same ingestion steps is worth **1 point instead of 2**. A plain Python script gets full points for the ingestion pipeline criterion.,"No. A plain Python script that ingests and indexes your data is enough for full points on the ""ingestion pipeline"" criterion. A Jupyter notebook with the same steps is worth 1 point instead of 2.

Use an orchestrator only if it actually fits your project — for example, recurring ingestion of a feed that updates daily. Don't add one just to score the criterion.",d4f7c08ea1
Will I lose points on the capstone if I don't use an orchestration tool?,"No. You can get full points on the ingestion pipeline criterion with a plain Python script. An orchestration tool like Airflow, Mage, or Kestra is optional and only worth using if it actually fits your project.","No. A plain Python script that ingests and indexes your data is enough for full points on the ""ingestion pipeline"" criterion. A Jupyter notebook with the same steps is worth 1 point instead of 2.

Use an orchestrator only if it actually fits your project — for example, recurring ingestion of a feed that updates daily. Don't add one just to score the criterion.",d4f7c08ea1
When does it actually make sense to use an orchestrator in the project instead of just Python code?,"It makes sense to use an orchestrator when your project actually has orchestration needs, such as:

- recurring ingestion of a feed that updates daily
- scheduling jobs
- retries and monitoring
- multiple dependent steps that you want to manage cleanly

For the capstone, you **do not need** an orchestrator just to get full points. A plain Python script that ingests and indexes your data is enough.

So the rule of thumb is: use an orchestrator **only if it fits the project naturally**, not just to satisfy the criterion.","No. A plain Python script that ingests and indexes your data is enough for full points on the ""ingestion pipeline"" criterion. A Jupyter notebook with the same steps is worth 1 point instead of 2.

Use an orchestrator only if it actually fits your project — for example, recurring ingestion of a feed that updates daily. Don't add one just to score the criterion.",d4f7c08ea1
Is it okay to skip an orchestration tool if my data only needs occasional ingestion?,"Yes — if your data only needs occasional ingestion, you can skip an orchestration tool.

For the capstone, a plain Python script that ingests and indexes the data is enough for full points on the ingestion pipeline criterion. Use an orchestrator only if it actually fits your project, like for recurring daily ingestion. Don’t add one just to satisfy the criterion.","No. A plain Python script that ingests and indexes your data is enough for full points on the ""ingestion pipeline"" criterion. A Jupyter notebook with the same steps is worth 1 point instead of 2.

Use an orchestrator only if it actually fits your project — for example, recurring ingestion of a feed that updates daily. Don't add one just to score the criterion.",d4f7c08ea1
How can I evaluate a recommender-type RAG project when there isn't any obvious ground truth answer?,"You can evaluate it with two complementary methods:

1. **Synthetic ground truth**
   - For each item in your dataset, ask an LLM to generate about 5 user queries that *should* retrieve that item as the top result.
   - Run those queries through your retriever.
   - Measure **hit rate**, **MRR**, or **NDCG**.

2. **LLM-as-a-judge**
   - Sample real or synthetic queries.
   - Run the full RAG system.
   - Have an LLM score the result on a fixed rubric, such as **relevance/usefulness on a 1–5 scale**.

For recommender-style RAG, **NDCG is often a better fit than hit rate** because multiple items can be acceptable; it rewards relevant items appearing higher in the ranking rather than only checking the first result.

","Two complementary approaches that both score for the evaluation criterion:

1. Synthetic ground truth (same idea as the course, adapted). For each item in your dataset, prompt the LLM with the item's description and ask it to generate ~5 user queries that should return that item as the top result. Then run those queries through your retrieval and measure hit rate / MRR / NDCG.

2. LLM-as-a-judge for end-to-end quality. Sample queries, run the full RAG, and have an LLM rate the result for relevance/usefulness on a fixed rubric (e.g. 1–5 scale, with criteria you specify in the prompt).

NDCG is often a better fit than hit-rate for ranking-style problems where multiple items are acceptable answers — it rewards getting good items high in the list, not just first.",9b0e2d6a47
What’s a good way to create test queries for a retrieval system if I only have item descriptions?,"A good way is to use **synthetic ground truth**:

- For each item, give an LLM the **item description**
- Ask it to generate about **5 user queries** that should retrieve that item as the **top result**
- Then run those queries through your retrieval system and evaluate with **hit rate, MRR, or NDCG**

If this is a ranking-style task, **NDCG** is often especially suitable because it rewards putting good matches near the top, not just the exact first hit.","Two complementary approaches that both score for the evaluation criterion:

1. Synthetic ground truth (same idea as the course, adapted). For each item in your dataset, prompt the LLM with the item's description and ask it to generate ~5 user queries that should return that item as the top result. Then run those queries through your retrieval and measure hit rate / MRR / NDCG.

2. LLM-as-a-judge for end-to-end quality. Sample queries, run the full RAG, and have an LLM rate the result for relevance/usefulness on a fixed rubric (e.g. 1–5 scale, with criteria you specify in the prompt).

NDCG is often a better fit than hit-rate for ranking-style problems where multiple items are acceptable answers — it rewards getting good items high in the list, not just first.",9b0e2d6a47
Is there a way to score a RAG recommender beyond simple hit rate or top-1 accuracy?,"Yes. For recommender-style RAG, you can score it with metrics beyond hit rate/top-1 accuracy:

- **MRR (Mean Reciprocal Rank)**: rewards putting the relevant item higher in the ranked list.
- **NDCG**: often a better fit for ranking problems where multiple items can be acceptable; it rewards good items appearing near the top.

If you don’t have obvious ground truth, the course suggests two approaches:

1. **Synthetic ground truth**: generate queries from each item and evaluate with hit rate, MRR, or NDCG.
2. **LLM-as-a-judge**: have an LLM rate the end-to-end result on a rubric.

So yes—**MRR and NDCG are the main alternatives mentioned in the context**.","Two complementary approaches that both score for the evaluation criterion:

1. Synthetic ground truth (same idea as the course, adapted). For each item in your dataset, prompt the LLM with the item's description and ask it to generate ~5 user queries that should return that item as the top result. Then run those queries through your retrieval and measure hit rate / MRR / NDCG.

2. LLM-as-a-judge for end-to-end quality. Sample queries, run the full RAG, and have an LLM rate the result for relevance/usefulness on a fixed rubric (e.g. 1–5 scale, with criteria you specify in the prompt).

NDCG is often a better fit than hit-rate for ranking-style problems where multiple items are acceptable answers — it rewards getting good items high in the list, not just first.",9b0e2d6a47
When should I use an LLM to judge RAG answers instead of using labeled data?,"Use an **LLM-as-a-judge** when you **don’t have obvious labeled ground truth** for the RAG answers, especially for **end-to-end quality** or **ranking-style tasks**.

In the course context, this is recommended for cases like:
- **Recommender-style RAG**
- Tasks where **multiple answers could be acceptable**
- Situations where you want the LLM to rate **relevance/usefulness** on a rubric

If you **do have labeled data**, use that for direct evaluation. If you **don’t**, the course suggests using an LLM judge, often alongside synthetic ground truth for retrieval evaluation.","Two complementary approaches that both score for the evaluation criterion:

1. Synthetic ground truth (same idea as the course, adapted). For each item in your dataset, prompt the LLM with the item's description and ask it to generate ~5 user queries that should return that item as the top result. Then run those queries through your retrieval and measure hit rate / MRR / NDCG.

2. LLM-as-a-judge for end-to-end quality. Sample queries, run the full RAG, and have an LLM rate the result for relevance/usefulness on a fixed rubric (e.g. 1–5 scale, with criteria you specify in the prompt).

NDCG is often a better fit than hit-rate for ranking-style problems where multiple items are acceptable answers — it rewards getting good items high in the list, not just first.",9b0e2d6a47
"For ranking-style retrieval tasks, why would NDCG be better than just checking whether the right item was returned?","NDCG is better because it evaluates the **quality of the ranking**, not just whether the single “right” item appears somewhere.

For ranking-style retrieval, there may be **multiple acceptable items**, and some are **more relevant than others**. NDCG rewards:

- getting relevant items back,
- placing the most relevant items **higher** in the list,
- and it can distinguish between “good result at rank 1” vs. “good result at rank 10.”

A simple hit check only tells you **did the correct item appear at all?** It ignores position and graded relevance, so it’s less informative for ranking tasks.","Two complementary approaches that both score for the evaluation criterion:

1. Synthetic ground truth (same idea as the course, adapted). For each item in your dataset, prompt the LLM with the item's description and ask it to generate ~5 user queries that should return that item as the top result. Then run those queries through your retrieval and measure hit rate / MRR / NDCG.

2. LLM-as-a-judge for end-to-end quality. Sample queries, run the full RAG, and have an LLM rate the result for relevance/usefulness on a fixed rubric (e.g. 1–5 scale, with criteria you specify in the prompt).

NDCG is often a better fit than hit-rate for ranking-style problems where multiple items are acceptable answers — it rewards getting good items high in the list, not just first.",9b0e2d6a47
What's the best way to chunk a huge PDF corpus for my project?,"Don’t try to find the perfect chunker upfront — iterate.

A good starting strategy for a huge PDF corpus is:

- **Start simple:** fixed-size chunks, around **1000 tokens** with some overlap.
- **Evaluate on a small ground-truth set** so you can measure hit rate / MRR.
- **Try smarter chunking next:** use an LLM to split documents into logical sections, then index each section.
- **Add summaries:** generate a short LLM summary per chunk and index it too, or use it to boost retrieval.
- **For long, structured PDFs** like legal or financial docs, use **hybrid search (BM25 + dense)** so exact wording isn’t lost.

For PDF extraction before chunking, useful tools are:

- **pymupdf4llm** — fast, decent quality
- **Docling** — slower but better for tables/figures
- **GROBID** — good for academic papers and document structure

The key is to **run the eval again after each change** and choose the approach that improves retrieval on your data.","Don't try to find the perfect chunker upfront — iterate.

- Start simple: fixed-size chunking (~1000 tokens with some overlap) and run a small ground-truth eval.
- Try smart chunking: ask an LLM to split each document into logical sections, then index each section.
- Add a short LLM-generated summary per chunk and index it alongside, or use it to boost retrieval.
- For long, structured documents (legal, financial), prefer hybrid search (BM25 + dense) so exact wording isn't lost during semantic matching.

Useful tools for parsing PDFs to clean markdown before chunking:

- [`pymupdf4llm`](https://pypi.org/project/pymupdf4llm/) — fast, decent quality.
- [Docling](https://github.com/docling-project/docling) — slower but higher quality on tables/figures.
- [GROBID](https://github.com/kermitt2/grobid) — for academic papers, extracts structure (sections, refs, etc.).

Run the eval again after each change. The goal is measurable improvement on hit rate / MRR for your ground-truth set, not a ""perfect"" chunker in the abstract.",6f2a8b3d10
Should I start with a fancy chunking method or just use a simple baseline first?,"Start with a simple baseline first.

The recommended approach is:
- use fixed-size chunking first, around 1000 tokens with some overlap
- run a small ground-truth evaluation
- then iterate and compare improvements

Only after that should you try fancier methods like:
- LLM-based logical section splitting
- chunk summaries
- hybrid search for structured docs

The goal is measurable improvement, not finding the “perfect” chunker upfront.","Don't try to find the perfect chunker upfront — iterate.

- Start simple: fixed-size chunking (~1000 tokens with some overlap) and run a small ground-truth eval.
- Try smart chunking: ask an LLM to split each document into logical sections, then index each section.
- Add a short LLM-generated summary per chunk and index it alongside, or use it to boost retrieval.
- For long, structured documents (legal, financial), prefer hybrid search (BM25 + dense) so exact wording isn't lost during semantic matching.

Useful tools for parsing PDFs to clean markdown before chunking:

- [`pymupdf4llm`](https://pypi.org/project/pymupdf4llm/) — fast, decent quality.
- [Docling](https://github.com/docling-project/docling) — slower but higher quality on tables/figures.
- [GROBID](https://github.com/kermitt2/grobid) — for academic papers, extracts structure (sections, refs, etc.).

Run the eval again after each change. The goal is measurable improvement on hit rate / MRR for your ground-truth set, not a ""perfect"" chunker in the abstract.",6f2a8b3d10
How do I split long docs into sections without losing important context?,"Don’t try to perfect the chunker upfront—iterate.

A good approach is:

- Start with fixed-size chunks, around 1000 tokens with some overlap.
- Evaluate on a small ground-truth set to see how retrieval performs.
- If needed, move to smart chunking: have an LLM split documents into logical sections, then index each section.
- Add a short LLM-generated summary for each chunk and index that too, or use it to boost retrieval.
- For long, structured docs like legal or financial PDFs, use hybrid search (BM25 + dense) so exact wording is preserved.

Also, convert PDFs to clean markdown before chunking using tools like `pymupdf4llm`, Docling, or GROBID depending on the document type.

After each change, rerun the eval and optimize for measurable improvements like hit rate or MRR.","Don't try to find the perfect chunker upfront — iterate.

- Start simple: fixed-size chunking (~1000 tokens with some overlap) and run a small ground-truth eval.
- Try smart chunking: ask an LLM to split each document into logical sections, then index each section.
- Add a short LLM-generated summary per chunk and index it alongside, or use it to boost retrieval.
- For long, structured documents (legal, financial), prefer hybrid search (BM25 + dense) so exact wording isn't lost during semantic matching.

Useful tools for parsing PDFs to clean markdown before chunking:

- [`pymupdf4llm`](https://pypi.org/project/pymupdf4llm/) — fast, decent quality.
- [Docling](https://github.com/docling-project/docling) — slower but higher quality on tables/figures.
- [GROBID](https://github.com/kermitt2/grobid) — for academic papers, extracts structure (sections, refs, etc.).

Run the eval again after each change. The goal is measurable improvement on hit rate / MRR for your ground-truth set, not a ""perfect"" chunker in the abstract.",6f2a8b3d10
"Is it worth adding summaries to each chunk for retrieval, or is that overkill?","It’s worth trying, not overkill.

The guidance suggests:
- start with simple chunking first,
- then try adding a short LLM-generated summary per chunk,
- and index that summary alongside the chunk or use it to boost retrieval.

So the best approach is to treat it as an experiment and measure whether it improves hit rate / MRR on your eval set. If it doesn’t help, skip it.","Don't try to find the perfect chunker upfront — iterate.

- Start simple: fixed-size chunking (~1000 tokens with some overlap) and run a small ground-truth eval.
- Try smart chunking: ask an LLM to split each document into logical sections, then index each section.
- Add a short LLM-generated summary per chunk and index it alongside, or use it to boost retrieval.
- For long, structured documents (legal, financial), prefer hybrid search (BM25 + dense) so exact wording isn't lost during semantic matching.

Useful tools for parsing PDFs to clean markdown before chunking:

- [`pymupdf4llm`](https://pypi.org/project/pymupdf4llm/) — fast, decent quality.
- [Docling](https://github.com/docling-project/docling) — slower but higher quality on tables/figures.
- [GROBID](https://github.com/kermitt2/grobid) — for academic papers, extracts structure (sections, refs, etc.).

Run the eval again after each change. The goal is measurable improvement on hit rate / MRR for your ground-truth set, not a ""perfect"" chunker in the abstract.",6f2a8b3d10
"For legal or financial docs, should I use hybrid search instead of only dense embeddings?",I don't know.,"Don't try to find the perfect chunker upfront — iterate.

- Start simple: fixed-size chunking (~1000 tokens with some overlap) and run a small ground-truth eval.
- Try smart chunking: ask an LLM to split each document into logical sections, then index each section.
- Add a short LLM-generated summary per chunk and index it alongside, or use it to boost retrieval.
- For long, structured documents (legal, financial), prefer hybrid search (BM25 + dense) so exact wording isn't lost during semantic matching.

Useful tools for parsing PDFs to clean markdown before chunking:

- [`pymupdf4llm`](https://pypi.org/project/pymupdf4llm/) — fast, decent quality.
- [Docling](https://github.com/docling-project/docling) — slower but higher quality on tables/figures.
- [GROBID](https://github.com/kermitt2/grobid) — for academic papers, extracts structure (sections, refs, etc.).

Run the eval again after each change. The goal is measurable improvement on hit rate / MRR for your ground-truth set, not a ""perfect"" chunker in the abstract.",6f2a8b3d10
What does reproducibility actually mean for the capstone project?,"For the capstone, **reproducibility** means a reviewer should be able to:

- **clone your repo**
- **follow your README**
- **recreate the system from scratch**

They should do this **using their own credentials**, not yours.

So:

- **Do not include API keys or hosted-service credentials** in the repo.
- Provide a script or notebook that **ingests the dataset and rebuilds the search index locally**.
- Include a **`.env.example`** with variable names only, and have reviewers create their own `.env`.
- **Ignore `.env` in git**.
- Pin your dependencies and document the Python version (and Docker version if used).

So in short: reproducibility means **someone else can run your project successfully from the repo without needing your secrets**.","Never share API keys or hosted-service credentials in your repo. Reproducibility means a peer reviewer can clone the repo and follow your README to recreate the system from scratch — using their own credentials.

Concretely:

- Provide a script (or notebook) that ingests the dataset and (re)builds the search index locally.
- Ship a `.env.example` with the variable names but no values; have the reviewer create their own `.env` with their own keys. Keep `.env` in `.gitignore`.
- Use a cheap model (`gpt-4o-mini`, Groq, etc.) so reviewers don't burn through credits when running your project.
- Pin dependency versions (`requirements.txt` / `pyproject.toml` lock file) and document the Python version (and Docker version, if used).",e5d8a2c761
Do I need to put my API keys or hosted-service credentials in the repo for reviewers?,"No. Never put API keys or hosted-service credentials in the repo.

For reviewers, “reproducibility” means they can clone your repo and rebuild the system from scratch using their own credentials. You should:

- include a script or notebook that rebuilds the index/data locally
- add a `.env.example` with variable names only, no secrets
- keep `.env` in `.gitignore`
- pin dependency versions and document the Python/Docker version if used

So reviewers should use their own keys, not yours.","Never share API keys or hosted-service credentials in your repo. Reproducibility means a peer reviewer can clone the repo and follow your README to recreate the system from scratch — using their own credentials.

Concretely:

- Provide a script (or notebook) that ingests the dataset and (re)builds the search index locally.
- Ship a `.env.example` with the variable names but no values; have the reviewer create their own `.env` with their own keys. Keep `.env` in `.gitignore`.
- Use a cheap model (`gpt-4o-mini`, Groq, etc.) so reviewers don't burn through credits when running your project.
- Pin dependency versions (`requirements.txt` / `pyproject.toml` lock file) and document the Python version (and Docker version, if used).",e5d8a2c761
How should I let someone rebuild the search index from my project?,"Let them rebuild the search index from the **chunked documents**, not the original full documents.

For example, if your project has `documents` and `chunks`, fit the index on `chunks`:

```python
index.fit(chunks)
```

not:

```python
index.fit(documents)
```

If you want, I can also help you figure out how to expose that rebuild action in your app or bot.","Never share API keys or hosted-service credentials in your repo. Reproducibility means a peer reviewer can clone the repo and follow your README to recreate the system from scratch — using their own credentials.

Concretely:

- Provide a script (or notebook) that ingests the dataset and (re)builds the search index locally.
- Ship a `.env.example` with the variable names but no values; have the reviewer create their own `.env` with their own keys. Keep `.env` in `.gitignore`.
- Use a cheap model (`gpt-4o-mini`, Groq, etc.) so reviewers don't burn through credits when running your project.
- Pin dependency versions (`requirements.txt` / `pyproject.toml` lock file) and document the Python version (and Docker version, if used).",e5d8a2c761
"What should go into a .env.example file, and should my real .env be committed?","Put only the **variable names** in `.env.example`, with **no secret values**. For example:

```bash
OPENAI_API_KEY=
GROQ_API_KEY=
GEMINI_API_KEY=
```

Your real `.env` file should **not** be committed. Add it to `.gitignore`:

```gitignore
.env
```

The course recommends keeping `.env.example` in the repo for reproducibility, and having each reviewer create their own `.env` from it with their own API keys.","Never share API keys or hosted-service credentials in your repo. Reproducibility means a peer reviewer can clone the repo and follow your README to recreate the system from scratch — using their own credentials.

Concretely:

- Provide a script (or notebook) that ingests the dataset and (re)builds the search index locally.
- Ship a `.env.example` with the variable names but no values; have the reviewer create their own `.env` with their own keys. Keep `.env` in `.gitignore`.
- Use a cheap model (`gpt-4o-mini`, Groq, etc.) so reviewers don't burn through credits when running your project.
- Pin dependency versions (`requirements.txt` / `pyproject.toml` lock file) and document the Python version (and Docker version, if used).",e5d8a2c761
How can I make sure reviewers can run my project without spending a lot of credits?,"Use a cheap model, like `gpt-4o-mini` or Groq, so reviewers don’t burn through credits when running your project.","Never share API keys or hosted-service credentials in your repo. Reproducibility means a peer reviewer can clone the repo and follow your README to recreate the system from scratch — using their own credentials.

Concretely:

- Provide a script (or notebook) that ingests the dataset and (re)builds the search index locally.
- Ship a `.env.example` with the variable names but no values; have the reviewer create their own `.env` with their own keys. Keep `.env` in `.gitignore`.
- Use a cheap model (`gpt-4o-mini`, Groq, etc.) so reviewers don't burn through credits when running your project.
- Pin dependency versions (`requirements.txt` / `pyproject.toml` lock file) and document the Python version (and Docker version, if used).",e5d8a2c761
